PMID	Year	Title	MeshTerm
20952020	2010	Cardiovascular safety of degarelix: results from a 12-month, comparative, randomized, open label, parallel group phase III trial in patients with prostate cancer.	Aged,Aged, 80 and over,Antineoplastic Agents, Hormonal,Cardiovascular Diseases,Gonadotropin-Releasing Hormone,Humans,Leuprolide,Male,Middle Aged,Oligopeptides,Prostatic Neoplasms,Time Factors
20956628	2010	The future of radiation oncology in the United States from 2010 to 2020: will supply keep pace with demand?	Female,Forecasting,Health Services Needs and Demand,Humans,Male,Neoplasms,Physicians,Radiation Oncology,SEER Program,United States,Workforce
20207499	2010	Treatment-related pneumonitis and acute esophagitis in non-small-cell lung cancer patients treated with chemotherapy and helical tomotherapy: in regard to Song et al.	Carcinoma, Non-Small-Cell Lung,Combined Modality Therapy,Esophagitis,Humans,Karnofsky Performance Status,Lung Neoplasms,Patient Selection,Radiation Injuries,Radiation Pneumonitis,Radiotherapy Dosage,Radiotherapy, Intensity-Modulated,Tomography, Spiral Computed,Treatment Outcome,Tumor Burden
21382020	2011	Unrelated donor peripheral blood stem cell transplants incorporating pre-transplant in-vivo alemtuzumab are not associated with any increased risk of significant acute or chronic graft-versus-host disease.	Acute Disease,Adolescent,Adult,Alemtuzumab,Antibodies, Monoclonal, Humanized,Antineoplastic Agents,Child,Child, Preschool,Chronic Disease,Disease-Free Survival,Female,Graft vs Host Disease,Humans,Infant,Leukemia, Myelogenous, Chronic, BCR-ABL Positive,Male,Middle Aged,Peripheral Blood Stem Cell Transplantation,Retrospective Studies,Risk Factors,Survival Rate,Transplantation, Homologous,Unrelated Donors
182020	1976	Synovial osteochondromatosis involving the elbow.	Chondroma,Elbow Joint,Humans,Joint Diseases,Male,Middle Aged,Radiography,Synovial Membrane
13152020	1954	Bovine leptospiral meningitis.	Animals,Bacteriology,Cattle,Cattle Diseases,Leptospirosis,Meningitis
5512020	1970	Treatment of malignant reticulohemopathies with limewashing using mechlorethamin.	Adult,Aged,Female,Humans,Lymphoma,Male,Mechlorethamine,Middle Aged,Mycosis Fungoides,Sarcoma, Kaposi,Skin Neoplasms,Solutions
23612020	2013	Two p53-related metabolic regulators, TIGAR and SCO2, contribute to oroxylin A-mediated glucose metabolism in human hepatoma HepG2 cells.	Apoptosis,Apoptosis Regulatory Proteins,Biological Transport,Carcinoma, Hepatocellular,Carrier Proteins,Cell Line, Tumor,Cell Proliferation,Doxorubicin,Energy Metabolism,Flavonoids,Glucose,Glycolysis,Hep G2 Cells,Humans,Intracellular Signaling Peptides and Proteins,Lactic Acid,Liver Neoplasms,Mitochondrial Proteins,Oxidative Phosphorylation,Oxygen Consumption,Phosphoglycerate Mutase,Phosphorylation,Proto-Oncogene Proteins c-mdm2,RNA Interference,RNA, Messenger,RNA, Small Interfering,Tumor Suppressor Protein p53
23622020	2013	Quality of life of Bahraini women with breast cancer: a cross sectional study.	Adult,Alopecia,Analysis of Variance,Bahrain,Breast Neoplasms,Cross-Sectional Studies,Emotions,Fatigue,Female,Health Status,Humans,Mastectomy,Middle Aged,Quality of Life,Sexuality,Social Participation,Statistics, Nonparametric,Surveys and Questionnaires,Time Factors
6782020	1980	Empty sella syndrome, pulsating exophthalmos, and calvarial bone defects in a case of neurofibroma.	Bone Neoplasms,Child,Empty Sella Syndrome,Exophthalmos,Eyelid Neoplasms,Female,Humans,Male,Neurofibromatosis 1,Radiography,Skull
3322020	1987	Utilization of monoclonal antibody L26 in the identification and confirmation of B-cell lymphomas. A sensitive and specific marker applicable to formalin-and B5-fixed, paraffin-embedded tissues.	Antibodies, Monoclonal,B-Lymphocytes,Fixatives,Formaldehyde,Histological Techniques,Humans,Immunohistochemistry,Lymphoid Tissue,Lymphoma,Lymphoma, Non-Hodgkin,Neoplasms
4712020	1973	Surgical treatment of primary hyperparathyroidism.	Adenoma,Humans,Hyperparathyroidism,Parathyroid Neoplasms
4720202	1973	A proposed classification of pelvic endometriosis.	Adult,Clomiphene,Endometriosis,Female,Humans,Infertility, Female,Pelvic Neoplasms,Pregnancy,Time Factors
4720205	1973	Carcinoma of the vulva producing hypercalcemia.	Carcinoma, Squamous Cell,Female,Humans,Hypercalcemia,Middle Aged,Vulvar Neoplasms
4720206	1973	Chemotherapy for disseminated tubal cancer.	Adenocarcinoma,Fallopian Tube Neoplasms,Female,Humans,Lung Neoplasms,Melphalan,Middle Aged,Neoplasm Metastasis,Radiography
4720207	1973	Pregnancy after hydatidiform mole.	Abortion, Spontaneous,Abortion, Therapeutic,Congenital Abnormalities,Contraceptives, Oral,Dactinomycin,Delivery, Obstetric,Female,Fetal Death,Humans,Hydatidiform Mole,Infant Mortality,Infant, Newborn,Infant, Premature,Intrauterine Devices,Methotrexate,Pregnancy,Recurrence,Time Factors
4720208	1973	Uterine fibroids and obstructed labor.	Adult,Cesarean Section,Female,Humans,Leiomyoma,Obstetric Labor Complications,Pregnancy,Uterine Neoplasms
10342020	1999	Osteolymphoma (primary bone lymphoma): an Australian review of 70 cases. Australasian Radiation Oncology Lymphoma Group (AROLG).	Adult,Aged,Aged, 80 and over,Antineoplastic Agents,Bone Neoplasms,Disease-Free Survival,Female,Follow-Up Studies,Humans,Lymphoma, Non-Hodgkin,Male,Middle Aged,Multivariate Analysis,Prognosis,Survival Rate,Treatment Outcome
10347545	1999	Elucidation of the mechanism of homozygous deletion of 3p12-13 in the U2020 cell line reveals the unexpected involvement of other chromosomes.	Carcinoma, Small Cell,Chromosome Deletion,Chromosome Painting,Chromosomes, Artificial, Yeast,Chromosomes, Human,Chromosomes, Human, Pair 3,Homozygote,Humans,In Situ Hybridization,Lung Neoplasms,Translocation, Genetic,Tumor Cells, Cultured
23732020	2013	Lymphangioma circumscriptum of the tongue in children: successful treatment using intralesional bleomycin.	Antibiotics, Antineoplastic,Bleomycin,Child, Preschool,Female,Humans,Injections, Intralesional,Lymphangioma,Male,Tongue Neoplasms
23752020	2013	Laparoscopic prophylactic total gastrectomy with linear stapler side-to-side esophagojejunal anastomosis for hereditary diffuse gastric cancer syndrome in 2 siblings.	Adult,Anastomosis, Surgical,Antigens, CD,Cadherins,DNA Mutational Analysis,DNA, Neoplasm,Endoscopy, Gastrointestinal,Esophagus,Female,Follow-Up Studies,Gastrectomy,Humans,Jejunum,Laparoscopy,Mutation,Siblings,Stomach Neoplasms,Syndrome
10420201	1999	Behçet's disease and antibody titers to various heat-shock protein 60s.	Adult,Animals,Antibodies,Behcet Syndrome,Cattle,Enzyme-Linked Immunosorbent Assay,Female,Heat-Shock Proteins,Humans,Male,Middle Aged,Molecular Weight,Reference Values,Retina,Retinoblastoma,Streptococcus pyogenes,Tissue Extracts,Tumor Cells, Cultured,Yersinia enterocolitica
9020206	1997	Surgical treatment of spinal tumors.	Bone Cysts,Diagnosis, Differential,Diagnostic Imaging,Humans,Laminectomy,Prognosis,Spinal Cord Compression,Spinal Neoplasms
9022020	1997	gamma delta cells involved in contact sensitivity preferentially rearrange the Vgamma3 region and require interleukin-7.	Animals,Dermatitis, Contact,Haptens,Immunization, Passive,Immunophenotyping,Interleukin-7,Lymph Nodes,Lymphocyte Activation,Male,Mice,Mice, Inbred CBA,Receptors, Antigen, T-Cell, gamma-delta,T-Lymphocyte Subsets
25982020	2015	Inflammatory myofibroblastic tumour of the bladder in children: a review.	Biomarkers, Tumor,Child,Diagnostic Imaging,Global Health,Humans,Incidence,Myofibroblasts,Neoplasm Staging,Neoplasms, Muscle Tissue,Urinary Bladder Neoplasms
9620200	1998	Chronic lymphocytic leukemia presenting as pyogenic arthritis of the proximal interphalangeal joint.	Aged,Arthritis, Infectious,Bone Neoplasms,Diagnosis, Differential,Female,Finger Joint,Humans,Leukemia, Lymphocytic, Chronic, B-Cell,Neoplasm Invasiveness,Radiography,Synovial Fluid
9620201	1998	Use of a subcutaneous pedicle ulnar flap to cover skin defects around the wrist.	Aged,Carcinoma, Squamous Cell,Humans,Male,Skin Neoplasms,Surgical Flaps,Ulnar Artery,Wrist
9202030	1997	Paclitaxel-resistant human ovarian cancer cells have mutant beta-tubulins that exhibit impaired paclitaxel-driven polymerization.	Antineoplastic Agents, Phytogenic,Binding Sites,Drug Resistance, Neoplasm,Epothilones,Epoxy Compounds,Female,Humans,Models, Molecular,Nucleic Acid Hybridization,Ovarian Neoplasms,Paclitaxel,Phenotype,Polymerase Chain Reaction,Polymers,Thiazoles,Tubulin,Tumor Cells, Cultured
9202041	1997	The protein kinase CK2 site (Ser111/112) enhances recognition of the simian virus 40 large T-antigen nuclear localization sequence by importin.	Amino Acid Sequence,Animals,Antigens, Viral, Tumor,Binding Sites,Casein Kinase II,Cell Nucleus,DNA-Binding Proteins,Enzyme-Linked Immunosorbent Assay,Karyopherins,Molecular Sequence Data,Nuclear Proteins,Phosphorylation,Protein Binding,Protein-Serine-Threonine Kinases,Rats,Recombinant Fusion Proteins,Serine,Simian virus 40,Tumor Cells, Cultured
9202043	1997	Phosphorylation of the respiratory burst oxidase subunit p67(phox) during human neutrophil activation. Regulation by protein kinase C-dependent and independent pathways.	Enzyme Activation,Enzyme Inhibitors,Humans,Indoles,Lymphocyte Activation,Maleimides,N-Formylmethionine Leucyl-Phenylalanine,NADH, NADPH Oxidoreductases,NADPH Oxidases,Neutrophils,Peptide Mapping,Phosphoproteins,Phosphorylation,Protein Kinase C,Serine,Tetradecanoylphorbol Acetate
9202045	1997	Urokinase plasminogen activator and gelatinases are associated with membrane vesicles shed by human HT1080 fibrosarcoma cells.	Blood,Blotting, Western,Collagenases,Enzyme Precursors,Extracellular Matrix,Fibrinolysin,Fibrosarcoma,Gelatinases,Glycoproteins,Humans,Macromolecular Substances,Matrix Metalloproteinase 2,Matrix Metalloproteinase 9,Metalloendopeptidases,Tissue Inhibitor of Metalloproteinases,Tumor Cells, Cultured,Urokinase-Type Plasminogen Activator
9202053	1997	Receptor-mediated cellular entry of nuclear localizing anti-DNA antibodies via myosin 1.	Amino Acid Sequence,Animals,Antibodies, Antinuclear,Antibodies, Monoclonal,Cell Nucleus,Deoxyribonuclease I,Endocytosis,Immunoglobulin G,Kinetics,Liver Neoplasms, Experimental,Mice,Microvilli,Molecular Sequence Data,Myosins,Rats,Receptors, Antigen, B-Cell,Receptors, Cell Surface,Sequence Alignment,Sequence Homology, Amino Acid,Tumor Cells, Cultured
9202056	1997	BCR/ABL induces multiple abnormalities of cytoskeletal function.	3T3 Cells,Actins,Animals,Antigens, CD,Antigens, CD34,Bone Marrow,Cell Adhesion,Cell Division,Cell Line,Cell Movement,Cell Transformation, Neoplastic,Cytoskeletal Proteins,Cytoskeleton,Extracellular Matrix,Fusion Proteins, bcr-abl,Genes, abl,Hematopoietic Stem Cells,Humans,Interferon-alpha,Kinetics,Leukemia, Myelogenous, Chronic, BCR-ABL Positive,Mice,Microscopy, Video,Oncogenes,Protein-Tyrosine Kinases,Reference Values,Temperature,Transfection
9202057	1997	Plasmin and plasminogen activator inhibitor type 1 promote cellular motility by regulating the interaction between the urokinase receptor and vitronectin.	Cell Adhesion,Cell Line,Cell Movement,Chromatography, Affinity,Fibrinolysin,Fibronectins,Humans,Kidney,Leukemia, Myelomonocytic, Acute,Plasminogen Activator Inhibitor 1,Receptors, Cell Surface,Receptors, Urokinase Plasminogen Activator,Recombinant Proteins,Transfection,Tumor Cells, Cultured,Vitronectin
9202065	1997	Direct, MHC-dependent presentation of the drug sulfamethoxazole to human alphabeta T cell clones.	Antigen-Presenting Cells,Antigens, CD,B-Lymphocytes,CD4 Antigens,CD4-Positive T-Lymphocytes,CD8 Antigens,CD8-Positive T-Lymphocytes,Cell Line,Cell Transformation, Viral,Clone Cells,Cytotoxicity, Immunologic,Drug Hypersensitivity,Haptens,Herpesvirus 4, Human,Humans,Lymphocyte Activation,Major Histocompatibility Complex,Receptors, Antigen, T-Cell, alpha-beta,Sulfamethoxazole
9202071	1997	Possible evidence for endogenous production of a novel galanin-like peptide.	Amino Acid Sequence,Animals,Binding, Competitive,Cell Membrane,Cells, Cultured,Galanin,Glucose,Insulin,Insulinoma,Islets of Langerhans,Male,Molecular Sequence Data,Pancreatic Neoplasms,Peptide Fragments,Rats,Rats, Wistar,Tumor Cells, Cultured
9202074	1997	Rho proteins play a critical role in cell migration during the early phase of mucosal restitution.	ADP Ribose Transferases,Animals,Bacterial Proteins,Bacterial Toxins,Botulinum Toxins,Cell Movement,Colonic Neoplasms,Enterotoxins,Epidermal Growth Factor,GTP Phosphohydrolases,GTP-Binding Proteins,Glutathione Transferase,Guanine Nucleotide Dissociation Inhibitors,Humans,Intestinal Mucosa,Intestine, Small,Kinetics,Mutagenesis, Site-Directed,Recombinant Fusion Proteins,Tumor Cells, Cultured,rho-Specific Guanine Nucleotide Dissociation Inhibitors,rhoA GTP-Binding Protein
9202073	1997	Intestinal epithelial cells use two distinct pathways for HLA class II antigen processing.	CD4-Positive T-Lymphocytes,Cathepsin B,Cathepsin H,Cathepsin L,Cathepsins,Colonic Neoplasms,Cysteine Endopeptidases,DNA Primers,Dimerization,Endopeptidases,HLA-D Antigens,HLA-DQ Antigens,HLA-DR Antigens,Histocompatibility Antigens Class II,Humans,Interferon-gamma,Intestinal Mucosa,Leupeptins,Polymerase Chain Reaction,Protease Inhibitors,Recombinant Proteins,Transfection,Tumor Cells, Cultured
9212020	1997	Difluoromethylornithine enhanced uptake of tritiated putrescine in 9L rat brain tumors.	Animals,Brain,Brain Neoplasms,Eflornithine,Glioma,Male,Ornithine Decarboxylase Inhibitors,Putrescine,Rats,Rats, Inbred F344
27318304	2016	Bayesian prediction of lung and breast cancer mortality among women in Spain (2014-2020).	Adult,Aged,Bayes Theorem,Breast Neoplasms,Female,History, 21st Century,Humans,Lung Neoplasms,Middle Aged,Spain
28224615	2017	Global trends in nasopharyngeal cancer mortality since 1970 and predictions for 2020: Focus on low-risk areas.	Adolescent,Adult,Age Factors,Aged,Carcinoma, Squamous Cell,Child,Child, Preschool,Cohort Studies,Female,Global Health,Humans,Infant,Infant, Newborn,Male,Middle Aged,Mortality,Nasopharyngeal Neoplasms,Prognosis,Risk Factors,Sex Factors,Survival Rate,Time Factors,World Health Organization,Young Adult
6022020	1967	Evaluation of the Hg197 chlormerodrin kidney scan.	Chlormerodrin,Female,Humans,Kidney Diseases,Kidney Diseases, Cystic,Kidney Neoplasms,Male,Mercury,Radioisotope Renography,Radioisotopes,Uremia,Urography
17472020	2007	Guidelines for pharmacotherapy of oncological pain.	Analgesics,Humans,Neoplasms,Pain
17473821	2007	The future burden of cancer in England: incidence and numbers of new patients in 2020.	Cost of Illness,England,Female,Forecasting,Humans,Incidence,Male,Neoplasms,Registries
15032020	2004	A case of prostate cancer with invasion to the middle ureter.	Adenocarcinoma,Aged,Biomarkers, Tumor,Humans,Magnetic Resonance Imaging,Male,Neoplasm Invasiveness,Neoplasm Staging,Prostate-Specific Antigen,Prostatic Neoplasms,Ureteral Neoplasms,Urography
27457976	2016	Radiotherapy infrastructure and human resources in Switzerland : Present status and projected computations for 2020.	Health Services Needs and Demand,Humans,Incidence,Neoplasms,Personnel Staffing and Scheduling,Radiation Oncologists,Radiotherapy,Switzerland
28399258	2017	Cancer Screenings Lag Behind National Goals Set for 2020.	
28420202	2017	Cereal Consumption among Subjects with Celiac Disease: A Snapshot for Nutritional Considerations.	Adolescent,Adult,Aged,Bread,Celiac Disease,Diet, Gluten-Free,Edible Grain,Feeding Behavior,Female,Humans,Italy,Male,Middle Aged,Young Adult
28420208	2017	Serum Insulin-Like Growth Factor Axis and the Risk of Pancreatic Cancer: Systematic Review and Meta-Analysis.	Humans,Insulin-Like Growth Factor Binding Protein 3,Insulin-Like Growth Factor I,Insulin-Like Growth Factor II,Pancreatic Neoplasms,Risk Factors
26542020	2015	The selective inhibition of protein phosphatase-1 results in mitotic catastrophe and impaired tumor growth.	Cell Death,Endoribonucleases,HeLa Cells,Humans,Mitosis,Neoplasm Proteins,Neoplasms,Phosphoprotein Phosphatases,Protein Phosphatase 1,RNA-Binding Proteins
26562020	2015	SNPase-ARMS qPCR: Ultrasensitive Mutation-Based Detection of Cell-Free Tumor DNA in Melanoma Patients.	Cell Line, Tumor,Cohort Studies,DNA Copy Number Variations,DNA Mutational Analysis,DNA, Neoplasm,GTP Phosphohydrolases,Humans,Melanoma,Membrane Proteins,Mutation,Neoplasm Staging,PTEN Phosphohydrolase,Polymorphism, Single Nucleotide,Proto-Oncogene Proteins B-raf,Real-Time Polymerase Chain Reaction,Reproducibility of Results
10762020	2000	Chemoprevention of breast cancer: the Italian experience.	Anticarcinogenic Agents,Biomarkers, Tumor,Breast Neoplasms,Clinical Trials as Topic,Clinical Trials, Phase III as Topic,Female,Fenretinide,Humans,Insulin-Like Growth Factor I,Italy,Mammography,Multicenter Studies as Topic,Patient Selection,Tamoxifen
14462020	1962	Oxyphilic granular cell adenoma (oncocytoma) of the parotid.	Adenolymphoma,Adenoma,Adenoma, Oxyphilic,Humans,Medical Records,Neoplasms,Oxyphil Cells,Parotid Gland,Parotid Neoplasms
